categoria;produto;slug_produto;variacao;tipo_venda;label_site;unidade_preco;quantidade_pacote;preco;ativo;observacao
Fibras;Fibra;fibra;100cm - Espessura 2.2;varejo_unitario;100cm - Espessura 2.2 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;100cm - Espessura 2.5;varejo_unitario;100cm - Espessura 2.5 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;100cm - Espessura 2.7;varejo_unitario;100cm - Espessura 2.7 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;100cm - Espessura 3.0;varejo_unitario;100cm - Espessura 3.0 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;205cm - Espessura 1.4;varejo_unitario;205cm - Espessura 1.4 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;205cm - Espessura 1.6;varejo_unitario;205cm - Espessura 1.6 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;205cm - Espessura 1.8;varejo_unitario;205cm - Espessura 1.8 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;205cm - Espessura 2.0;varejo_unitario;205cm - Espessura 2.0 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;205cm - Espessura 2.2;varejo_unitario;205cm - Espessura 2.2 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;205cm - Espessura 2.5;varejo_unitario;205cm - Espessura 2.5 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;205cm - Espessura 2.7;varejo_unitario;205cm - Espessura 2.7 - R$ por kg;kg;;35,00;sim;
Fibras;Fibra;fibra;205cm - Espessura 3.0;varejo_unitario;205cm - Espessura 3.0 - R$ por kg;kg;;35,00;sim;
Bambu;Bambu;bambu;52cm;varejo_unitario;52cm;pacote;;90,00;sim;
Bambu;Bambu;bambu;55cm;varejo_unitario;55cm;pacote;;130,00;sim;
Bambu;Bambu;bambu;57cm;varejo_unitario;57cm;pacote;;140,00;sim;
Bambu;Bambu;bambu;60cm;varejo_unitario;60cm;pacote;;160,00;sim;
Bambu;Bambu;bambu;62cm;varejo_unitario;62cm;pacote;;180,00;sim;
Bambu;Bambu;bambu;70cm;varejo_unitario;70cm;pacote;;200,00;sim;
Bambu;Bambu;bambu;72cm;varejo_unitario;72cm;pacote;;200,00;sim;
Ferramentas;Forma para Fabricar Pipas;forma-fabricar;50cm;varejo_unitario;50cm;unidade;;70,00;sim;
Ferramentas;Forma para Fabricar Pipas;forma-fabricar;55cm;varejo_unitario;55cm;unidade;;85,00;sim;
Ferramentas;Forma para Fabricar Pipas;forma-fabricar;60cm;varejo_unitario;60cm;unidade;;70,00;sim;
Ferramentas;Forma para Fabricar Pipas;forma-fabricar;70cm;varejo_unitario;70cm;unidade;;90,00;sim;
Insumos;Cola;cola;1lt;varejo_unitario;1lt;unidade;;35,00;sim;
Insumos;Cola;cola;5lt;varejo_unitario;5lt;unidade;;130,00;sim;
Rabiolas;Pacote Rabiola;rabiola-500m;Folhete 10cm;varejo_unitario;Folhete 10cm;pacote;;40,00;sim;
Rabiolas;Pacote Rabiola;rabiola-500m;Folhete 25cm;varejo_unitario;Folhete 25cm;pacote;;40,00;sim;
